0	0.541865
250	0.539165
500	0.537159
750	0.534895
1000	0.535757
1250	0.537526
1500	0.538912
1750	0.537584
2000	0.540932
2250	0.539172
2500	0.536998
2750	0.53997
3000	0.539274
3250	0.53708
3500	0.53573
3750	0.535607
4000	0.536249
4250	0.537412
4500	0.539383
4750	0.541897
5000	0.539227
5250	0.541037
5500	0.542284
5750	0.543627
6000	0.545435
6250	0.540439
6500	0.538378
6750	0.536761
7000	0.533947
7250	0.538184
7500	0.53908
7750	0.536752
8000	0.535233
8250	0.533425
8500	0.529472
8750	0.529225
9000	0.534672
9250	0.533365
9500	0.534102
9750	0.534324
10000	0.53187
10250	0.531198
10500	0.529523
10750	0.526659
11000	0.525632
11250	0.524328
11500	0.525469
11750	0.52608
12000	0.524902
12250	0.52556
12500	0.528978
12750	0.526615
13000	0.525218
13250	0.526879
13500	0.52264
13750	0.521597
14000	0.520486
14250	0.517144
14500	0.521438
14750	0.518486
15000	0.5169
15250	0.519081
15500	0.518607
15750	0.519471
16000	0.518391
16250	0.516395
16500	0.512466
16750	0.513753
17000	0.514173
17250	0.513102
17500	0.51382
17750	0.512658
18000	0.512404
18250	0.510715
18500	0.513355
18750	0.513092
19000	0.514609
19250	0.515927
19500	0.514283
19750	0.512651
20000	0.512179
20250	0.512213
20500	0.511495
20750	0.51201
21000	0.513251
21250	0.513945
21500	0.513865
21750	0.511675
22000	0.512346
22250	0.514339
22500	0.51542
22750	0.513667
23000	0.517141
23250	0.512589
23500	0.515449
23750	0.518466
24000	0.518143
24250	0.516193
24500	0.518408
24750	0.515021
25000	0.516231
25250	0.515464
25500	0.516467
25750	0.519544
26000	0.517699
26250	0.516009
26500	0.513228
26750	0.51589
27000	0.514939
27250	0.513148
27500	0.513807
27750	0.510891
28000	0.507542
28250	0.510307
28500	0.511513
28750	0.507888
29000	0.506317
29250	0.506987
29500	0.507012
29750	0.505549
30000	0.505631
30250	0.507636
30500	0.503998
30750	0.505058
31000	0.50287
31250	0.504865
31500	0.505319
31750	0.503886
32000	0.506872
32250	0.501479
32500	0.504406
32750	0.505963
33000	0.504532
33250	0.503293
33500	0.504334
33750	0.504681
34000	0.504811
34250	0.506523
34500	0.505449
34750	0.506519
35000	0.504464
35250	0.504702
35500	0.507443
35750	0.50799
36000	0.504288
36250	0.50509
36500	0.504399
36750	0.503353
37000	0.501803
37250	0.501661
37500	0.502453
37750	0.502191
38000	0.502138
38250	0.502737
38500	0.504991
38750	0.50616
39000	0.502844
39250	0.504453
39500	0.503604
39750	0.504206
40000	0.503382
40250	0.5001
40500	0.499874
40750	0.501123
41000	0.499079
41250	0.499416
41500	0.501236
41750	0.502086
42000	0.502852
42250	0.500522
42500	0.501896
42750	0.501105
43000	0.500004
43250	0.50194
43500	0.502669
43750	0.503875
44000	0.501862
44250	0.50447
44500	0.504033
44750	0.504572
45000	0.504236
45250	0.502031
45500	0.502506
45750	0.506229
46000	0.505071
46250	0.504993
46500	0.507725
46750	0.505535
47000	0.507829
47250	0.50715
47500	0.512096
47750	0.507752
48000	0.50953
48250	0.508535
48500	0.506993
48750	0.508022
49000	0.507412
49250	0.509494
49500	0.50828
49750	0.507931
50000	0.504464
50250	0.504527
50500	0.506684
50750	0.50762
51000	0.506101
51250	0.506008
51500	0.507438
51750	0.507501
52000	0.509818
52250	0.510494
52500	0.50992
52750	0.511169
53000	0.508575
53250	0.50615
53500	0.505111
53750	0.505167
54000	0.502064
54250	0.50428
54500	0.505173
54750	0.505385
55000	0.505365
55250	0.503285
55500	0.502649
55750	0.50238
56000	0.502884
56250	0.501491
56500	0.502948
56750	0.506212
57000	0.505169
57250	0.504318
57500	0.50214
57750	0.501952
58000	0.502903
58250	0.504098
58500	0.503262
58750	0.504113
59000	0.501997
59250	0.50081
59500	0.500493
59750	0.50085
60000	0.501248
60250	0.500737
60500	0.501301
60750	0.502163
61000	0.49862
61250	0.50162
61500	0.498959
61750	0.499755
62000	0.499344
62250	0.498704
62500	0.499071
62750	0.500253
63000	0.504437
63250	0.506992
63500	0.504517
63750	0.502642
64000	0.50236
64250	0.503402
64500	0.501914
64750	0.503294
65000	0.500181
65250	0.502344
65500	0.501188
65750	0.503087
66000	0.501092
66250	0.502064
66500	0.502799
66750	0.503974
67000	0.502958
67250	0.501851
67500	0.496204
67750	0.495776
68000	0.499069
68250	0.500444
68500	0.497536
68750	0.500152
69000	0.49805
69250	0.497315
69500	0.496864
69750	0.49476
70000	0.494547
70250	0.49694
70500	0.497167
70750	0.494663
71000	0.493528
71250	0.493133
71500	0.491142
71750	0.492865
72000	0.493936
72250	0.493317
72500	0.495349
72750	0.497655
73000	0.500278
73250	0.49646
73500	0.494969
73750	0.493154
74000	0.492579
74250	0.492037
74500	0.494516
74750	0.494501
75000	0.494006
75250	0.493076
75500	0.492364
75750	0.490924
76000	0.49031
76250	0.490993
76500	0.490817
76750	0.490355
77000	0.491219
77250	0.491977
77500	0.49196
77750	0.490404
78000	0.489682
78250	0.488788
78500	0.492305
78750	0.491886
79000	0.491543
79250	0.492638
79500	0.488848
79750	0.492715
80000	0.492854
80250	0.49174
80500	0.494688
80750	0.49384
81000	0.490135
81250	0.4904
81500	0.491036
81750	0.487818
82000	0.487014
82250	0.486981
82500	0.487686
82750	0.487737
83000	0.487654
83250	0.487751
83500	0.486444
83750	0.487902
84000	0.486712
84250	0.486493
84500	0.488702
84750	0.490057
85000	0.489622
85250	0.489855
85500	0.486688
