0.933001	1.178571	0.382993	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000
0.980713	1.235955	0.424594	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000
1.028425	1.214461	0.410448	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001225	0.034986	1.998775	0.034986	0.001225	0.034986
1.076137	1.169215	0.400765	0.001054	0.032453	0.997364	0.146990	1.027412	0.245760	0.002109	0.045871	0.000527	0.022954	0.003163	0.056151	1.965735	0.181908	0.015287	0.149779
1.123849	1.109343	0.415500	0.002525	0.050188	0.984596	0.300698	1.134343	0.565536	0.017929	0.134584	0.000000	0.000000	0.004545	0.067267	1.886364	0.319747	0.024747	0.178075
1.171561	1.073802	0.455581	0.005647	0.074932	0.965726	0.385906	1.245699	0.754004	0.031779	0.175412	0.000131	0.011459	0.009455	0.096776	1.798424	0.419420	0.055942	0.254227
1.219272	1.046305	0.585394	0.015521	0.123614	0.949815	0.524866	1.425110	0.965393	0.042683	0.204264	0.000000	0.000000	0.013797	0.116646	1.625334	0.548507	0.123222	0.353955
1.266984	0.935604	0.687852	0.031049	0.173451	0.960526	0.704981	1.632475	1.119275	0.068049	0.252298	0.000707	0.026580	0.021269	0.144280	1.365522	0.634924	0.244035	0.468988
1.314696	0.807989	0.729558	0.042450	0.201613	0.889737	0.795290	1.834605	1.205781	0.073775	0.261839	0.002164	0.046471	0.026882	0.164070	1.169381	0.621451	0.401754	0.579878
1.362408	0.772490	0.752972	0.041872	0.200296	0.834875	0.836449	1.903924	1.240316	0.076185	0.266229	0.005047	0.070866	0.030608	0.175825	1.063653	0.594851	0.523472	0.671307
1.410120	0.801690	0.802807	0.045214	0.207772	0.807936	0.858668	1.860374	1.210566	0.070445	0.256867	0.007687	0.087337	0.034626	0.189616	0.999680	0.605256	0.639786	0.735426
1.457832	0.891227	0.881336	0.057645	0.233236	0.869535	0.902766	1.702214	1.118284	0.072601	0.260671	0.012892	0.112807	0.042082	0.212577	0.942136	0.656560	0.734424	0.755667
1.505544	0.983507	0.941708	0.076311	0.265943	0.979093	0.956848	1.531181	1.031835	0.076181	0.267006	0.023472	0.151396	0.054489	0.242686	0.897732	0.692277	0.763672	0.743856
1.553256	1.041086	0.984284	0.096592	0.295813	1.116360	0.984513	1.401453	0.952183	0.083032	0.277923	0.028654	0.166831	0.052106	0.235191	0.873513	0.712073	0.754281	0.713053
1.600968	1.018319	0.998207	0.114197	0.319259	1.251115	0.970786	1.326304	0.882724	0.082340	0.276399	0.028139	0.165371	0.037309	0.199619	0.898279	0.728665	0.736634	0.695072
1.648680	0.960098	0.997722	0.129234	0.338321	1.343783	0.944143	1.296157	0.841552	0.076870	0.267144	0.026137	0.159543	0.023816	0.158748	0.935942	0.739091	0.729725	0.697741
1.696391	0.927429	0.979798	0.151897	0.369494	1.375773	0.906675	1.289434	0.807691	0.072195	0.259096	0.023793	0.152405	0.017789	0.136469	0.942918	0.746164	0.746914	0.720549
1.744103	0.959911	0.979056	0.178327	0.411948	1.384546	0.863861	1.272306	0.773677	0.070502	0.256013	0.019385	0.137874	0.016892	0.129989	0.911963	0.744671	0.765726	0.745713
1.791815	1.016646	0.998934	0.191118	0.439111	1.355787	0.828747	1.285273	0.770761	0.075943	0.264946	0.013601	0.115827	0.018201	0.133834	0.859257	0.743702	0.795152	0.768614
1.839527	1.059989	1.031646	0.207541	0.470949	1.312025	0.793498	1.322875	0.798021	0.099002	0.298681	0.007492	0.086234	0.019392	0.137971	0.810737	0.764850	0.799635	0.777138
1.887239	1.108029	1.065395	0.241319	0.516313	1.268984	0.765913	1.370455	0.838781	0.129262	0.335518	0.003330	0.057613	0.021344	0.144528	0.756504	0.796993	0.779026	0.775669
1.934951	1.171894	1.076716	0.276200	0.542830	1.235574	0.758558	1.413148	0.869987	0.155300	0.362229	0.002777	0.052626	0.026381	0.160266	0.697494	0.817491	0.742320	0.751213
1.982663	1.229936	1.078954	0.287219	0.534899	1.262739	0.779757	1.417610	0.882720	0.168856	0.374650	0.003171	0.056221	0.036402	0.187289	0.636598	0.809418	0.700184	0.706731
2.030375	1.285240	1.071068	0.274476	0.500282	1.357403	0.828262	1.391662	0.880210	0.165487	0.371674	0.003154	0.056075	0.049296	0.216509	0.580015	0.782699	0.635365	0.647546
2.078087	1.325682	1.062012	0.265293	0.471806	1.459399	0.889599	1.372714	0.866587	0.165846	0.372033	0.002619	0.051104	0.056985	0.231813	0.519047	0.751300	0.574070	0.601454
2.125799	1.379922	1.043995	0.273584	0.464001	1.559763	0.936313	1.366196	0.866938	0.165028	0.371337	0.001962	0.044247	0.058244	0.234204	0.435465	0.681614	0.500107	0.571443
2.173511	1.442129	1.025009	0.287252	0.465783	1.630905	0.958326	1.386328	0.893164	0.158397	0.365347	0.001222	0.034929	0.054124	0.226262	0.357084	0.604109	0.416133	0.537626
2.221222	1.490496	1.000703	0.313772	0.476179	1.660323	0.969646	1.426909	0.956120	0.153926	0.361252	0.000720	0.026815	0.041479	0.199395	0.277187	0.525048	0.347321	0.506499
2.268934	1.498316	0.998557	0.351073	0.488692	1.675766	0.982703	1.489441	1.030603	0.146165	0.353726	0.000496	0.022276	0.027313	0.162994	0.209567	0.452245	0.286511	0.474984
2.316646	1.515429	1.041959	0.368633	0.493846	1.686417	0.995793	1.538752	1.071474	0.138177	0.345659	0.000301	0.017357	0.015825	0.124797	0.164600	0.397186	0.236707	0.443246
2.364358	1.651662	1.148270	0.363055	0.489967	1.680433	0.998614	1.519202	1.066304	0.126084	0.333036	0.000438	0.020921	0.007294	0.085094	0.128359	0.348959	0.182184	0.403447
2.412070	1.915821	1.252743	0.329551	0.475449	1.656535	0.991257	1.429216	1.024842	0.102895	0.305950	0.000447	0.021138	0.003042	0.055074	0.101727	0.307867	0.121323	0.340044
2.459782	2.288352	1.306036	0.286645	0.456088	1.580302	0.958211	1.304595	0.928355	0.074740	0.264687	0.000555	0.023555	0.001378	0.037091	0.075707	0.266078	0.072294	0.267718
2.507494	2.682348	1.255219	0.232279	0.426965	1.494360	0.904008	1.150267	0.750511	0.053462	0.229393	0.000122	0.011057	0.000764	0.027633	0.051689	0.221398	0.042947	0.204837
2.555206	3.062279	1.161088	0.173798	0.380491	1.344463	0.836311	1.029890	0.505818	0.050150	0.223803	0.000182	0.013478	0.000182	0.013478	0.033524	0.180001	0.029618	0.169797
2.602918	3.296662	1.113254	0.133248	0.341162	1.217651	0.807258	0.992490	0.413982	0.049615	0.222116	0.000064	0.008011	0.000000	0.000000	0.019769	0.139205	0.015533	0.123659
2.650630	3.484900	1.136843	0.112070	0.315770	1.122304	0.838517	0.955955	0.457446	0.035216	0.186490	0.000100	0.010016	0.000000	0.000000	0.012341	0.110401	0.004515	0.067041
2.698341	3.697172	1.209722	0.103750	0.304935	1.025739	0.860073	0.881316	0.550348	0.021767	0.148083	0.000000	0.000000	0.000000	0.000000	0.003019	0.054860	0.000477	0.021827
2.746053	4.044003	1.356801	0.101081	0.301436	0.825748	0.880636	0.756349	0.644292	0.011567	0.106924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.793765	4.528754	1.392003	0.085463	0.279570	0.597843	0.831207	0.550319	0.657854	0.007188	0.089082	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.841477	5.022340	1.234491	0.075000	0.263391	0.419149	0.706245	0.294681	0.532331	0.001596	0.039915	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.889189	5.373077	0.974308	0.030769	0.172692	0.280769	0.568750	0.110769	0.332877	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.936901	5.660033	0.711557	0.011609	0.107116	0.111111	0.360936	0.026534	0.160717	0.000829	0.028784	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.984613	5.764264	0.591468	0.000751	0.027390	0.036036	0.229686	0.009760	0.098308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.032325	5.824268	0.475124	0.000000	0.000000	0.002789	0.052741	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.080037	5.807583	0.479682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.127749	5.838264	0.477786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.175461	5.816627	0.478023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.223172	5.831789	0.464894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.270884	5.833386	0.470330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.318596	5.832414	0.479778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.366308	5.831726	0.478451	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.414020	5.837183	0.468583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.461732	5.836814	0.459694	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.509444	5.846623	0.451601	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.557156	5.837311	0.466440	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
