-10.298500 0.045841 0.029151 0.043853 0.028761
-10.277000 0.049510 0.026858 0.047643 0.024456
-10.255500 0.053800 0.022021 0.053424 0.022009
-10.234000 0.057618 0.017603 0.057637 0.016756
-10.212500 0.061058 0.014376 0.060642 0.013007
-10.191000 0.061307 0.013924 0.059039 0.012683
-10.169500 0.060183 0.013372 0.059971 0.014030
-10.148000 0.060726 0.013758 0.059949 0.014048
-10.126500 0.059305 0.012786 0.058915 0.013580
-10.105000 0.059142 0.012858 0.059253 0.013936
-10.083500 0.060474 0.013504 0.059360 0.013498
-10.062000 0.059593 0.013700 0.058794 0.013875
-10.040500 0.059541 0.012357 0.058554 0.013538
-10.019000 0.058938 0.012374 0.059282 0.014205
-9.997500 0.060178 0.012122 0.059277 0.013073
-9.976000 0.059354 0.013480 0.060001 0.013101
-9.954500 0.058445 0.013770 0.058558 0.012487
-9.933000 0.058627 0.013165 0.058860 0.012236
-9.911500 0.058155 0.013833 0.060211 0.012327
-9.890000 0.058870 0.014178 0.060053 0.013498
-9.868500 0.058899 0.015145 0.059380 0.013733
-9.847000 0.057420 0.014148 0.060206 0.013935
-9.825500 0.058229 0.014827 0.060608 0.013762
-9.804000 0.057737 0.013889 0.060976 0.013945
-9.782500 0.057233 0.014587 0.061270 0.013933
-9.761000 0.056674 0.014354 0.061153 0.013946
-9.739500 0.056159 0.014311 0.061294 0.013667
-9.718000 0.057864 0.014818 0.061279 0.013387
-9.696500 0.057479 0.013747 0.061952 0.013757
-9.675000 0.057792 0.014896 0.061720 0.013648
-9.653500 0.057773 0.013853 0.061953 0.013605
-9.632000 0.057486 0.013248 0.062214 0.014090
-9.610500 0.057607 0.013068 0.062630 0.013233
-9.589000 0.057066 0.014066 0.062211 0.013247
-9.567500 0.057930 0.014276 0.061922 0.012341
-9.546000 0.057030 0.014764 0.062734 0.013097
-9.524500 0.056889 0.013353 0.062045 0.014025
-9.503000 0.057704 0.013710 0.062682 0.013766
-9.481500 0.057305 0.013383 0.062693 0.013769
-9.460000 0.058366 0.013271 0.062404 0.013978
-9.438500 0.058298 0.013467 0.063193 0.014739
-9.417000 0.057989 0.011417 0.062541 0.014733
-9.395500 0.059229 0.011859 0.062771 0.014696
-9.374000 0.058925 0.011108 0.062335 0.015094
-9.352500 0.058900 0.011514 0.062871 0.014692
-9.331000 0.060053 0.011453 0.062667 0.014476
-9.309500 0.060644 0.011803 0.062489 0.013289
-9.288000 0.060684 0.010966 0.062864 0.013970
-9.266500 0.061111 0.011714 0.063193 0.013417
-9.245000 0.061000 0.010747 0.062507 0.014444
-9.223500 0.062707 0.010685 0.064320 0.013800
-9.202000 0.061812 0.009163 0.063673 0.015076
-9.180500 0.062287 0.009213 0.064398 0.016554
-9.159000 0.062068 0.009842 0.063452 0.015173
-9.137500 0.060991 0.009801 0.063012 0.014571
-9.116000 0.061140 0.010413 0.063196 0.015549
-9.094500 0.060125 0.010535 0.063609 0.013723
-9.073000 0.060262 0.010509 0.063252 0.014185
-9.051500 0.060782 0.011258 0.062339 0.014187
-9.030000 0.062253 0.011217 0.062683 0.013303
-9.008500 0.061248 0.011098 0.062474 0.013361
-8.987000 0.061819 0.011823 0.061881 0.013753
-8.965500 0.062635 0.012266 0.061699 0.012849
-8.944000 0.061237 0.011304 0.063169 0.013753
-8.922500 0.062126 0.011093 0.063721 0.012730
-8.901000 0.062049 0.011086 0.062141 0.012662
-8.879500 0.062749 0.012446 0.062587 0.011860
-8.858000 0.062199 0.011300 0.063076 0.011547
-8.836500 0.061402 0.011059 0.063842 0.013390
-8.815000 0.061168 0.012439 0.062603 0.011835
-8.793500 0.061673 0.011856 0.062924 0.011988
-8.772000 0.060853 0.011765 0.063043 0.013153
-8.750500 0.060898 0.011969 0.061367 0.011312
