0.045841 0.029151
0.049510 0.026858
0.053800 0.022021
0.057618 0.017603
0.061058 0.014376
0.061307 0.013924
0.060183 0.013372
0.060726 0.013758
0.059305 0.012786
0.059142 0.012858
0.060474 0.013504
0.059593 0.013700
0.059541 0.012357
0.058938 0.012374
0.060178 0.012122
0.059354 0.013480
0.058445 0.013770
0.058627 0.013165
0.058155 0.013833
0.058870 0.014178
0.058899 0.015145
0.057420 0.014148
0.058229 0.014827
0.057737 0.013889
0.057233 0.014587
0.056674 0.014354
0.056159 0.014311
0.057864 0.014818
0.057479 0.013747
0.057792 0.014896
0.057773 0.013853
0.057486 0.013248
0.057607 0.013068
0.057066 0.014066
0.057930 0.014276
0.057030 0.014764
0.056889 0.013353
0.057704 0.013710
0.057305 0.013383
0.058366 0.013271
0.058298 0.013467
0.057989 0.011417
0.059229 0.011859
0.058925 0.011108
0.058900 0.011514
0.060053 0.011453
0.060644 0.011803
0.060684 0.010966
0.061111 0.011714
0.061000 0.010747
0.062707 0.010685
0.061812 0.009163
0.062287 0.009213
0.062068 0.009842
0.060991 0.009801
0.061140 0.010413
0.060125 0.010535
0.060262 0.010509
0.060782 0.011258
0.062253 0.011217
0.061248 0.011098
0.061819 0.011823
0.062635 0.012266
0.061237 0.011304
0.062126 0.011093
0.062049 0.011086
0.062749 0.012446
0.062199 0.011300
0.061402 0.011059
0.061168 0.012439
0.061673 0.011856
0.060853 0.011765
0.060898 0.011969
0.061447 0.012574
0.060670 0.011735
0.061966 0.010898
0.061630 0.011592
0.060389 0.010653
0.060217 0.010697
0.060788 0.010829
0.059414 0.011046
0.059738 0.010700
0.059073 0.010966
0.059957 0.010646
0.060527 0.010391
0.060571 0.010371
0.061158 0.010784
0.061254 0.011361
0.062906 0.009496
0.061345 0.010929
0.061180 0.010717
0.062124 0.010686
0.060993 0.010578
0.060616 0.011329
0.060328 0.011248
0.059391 0.010870
0.058750 0.011645
0.060433 0.011561
0.060354 0.010833
0.059437 0.010642
0.058991 0.010832
0.058585 0.010458
0.058861 0.011973
0.058763 0.012052
0.057594 0.012265
0.058225 0.011349
0.058577 0.013728
0.059638 0.012842
0.059220 0.011761
0.060288 0.011837
0.060772 0.012426
0.060112 0.010838
0.060479 0.011537
0.059504 0.011833
0.059547 0.011502
0.060161 0.011781
0.060106 0.011843
0.060619 0.012677
0.059932 0.011829
0.059827 0.012127
0.060914 0.013253
0.060675 0.013848
0.058937 0.011859
0.060502 0.012616
0.059543 0.012749
0.060127 0.012993
0.060988 0.013339
0.060436 0.012514
0.060730 0.012538
0.062846 0.013401
0.062604 0.013646
0.062960 0.013219
0.062593 0.013553
0.062241 0.013647
0.063158 0.013098
0.063323 0.013883
0.064074 0.013331
0.064391 0.013848
0.064195 0.014428
0.064409 0.014411
0.064048 0.014681
0.064113 0.014908
0.065018 0.014413
0.064497 0.016103
0.064323 0.016192
0.064992 0.015676
0.064253 0.014448
0.066221 0.015384
0.066144 0.015625
0.066465 0.015585
0.065590 0.015373
0.066872 0.014522
0.065658 0.013981
0.066306 0.014422
0.066544 0.014252
0.065372 0.013928
0.067019 0.014548
0.066296 0.014709
0.066364 0.014303
0.066529 0.013385
0.066625 0.013441
0.064965 0.013031
0.064711 0.012915
0.064387 0.011925
0.063785 0.011986
0.063708 0.011374
0.063186 0.010996
0.063332 0.011389
0.063119 0.011144
0.063034 0.010605
0.063280 0.011595
0.063623 0.012214
0.063403 0.012096
0.062852 0.011548
0.062177 0.012358
0.061798 0.011912
0.062632 0.011736
0.063382 0.012425
0.063167 0.011576
0.064564 0.011336
0.063801 0.011005
0.065938 0.012427
0.064166 0.011703
0.063987 0.012113
0.065036 0.011370
0.063914 0.011398
0.064758 0.011770
0.063546 0.009623
0.062872 0.010101
0.062961 0.011520
0.063667 0.010783
0.064488 0.011356
0.063962 0.011481
0.062870 0.010185
0.063927 0.010961
0.062563 0.010389
0.064324 0.011029
0.063234 0.011276
0.063271 0.011938
0.062078 0.012265
0.061518 0.012218
0.061826 0.012732
0.061696 0.014712
0.061805 0.015317
0.061762 0.015713
0.060734 0.015704
0.060562 0.015331
0.060974 0.015542
0.059758 0.015091
0.059766 0.014470
0.061366 0.015962
0.059500 0.014970
0.059620 0.015036
0.058857 0.014028
0.058631 0.014948
0.058913 0.014563
0.058715 0.013845
0.058598 0.013927
0.058123 0.013471
0.058535 0.013613
0.059468 0.014698
0.059601 0.014375
0.059199 0.014038
0.059232 0.013550
0.059055 0.013376
0.059044 0.013798
0.059591 0.014328
0.058669 0.014234
0.058665 0.013529
0.058819 0.014312
0.057848 0.013784
0.057442 0.013528
0.057735 0.013267
0.057012 0.013424
0.057696 0.014671
0.057301 0.014685
0.056355 0.014318
0.056585 0.013900
0.056362 0.014476
0.055381 0.014557
0.055612 0.014426
0.055695 0.014981
0.055211 0.014408
0.054767 0.013706
0.053686 0.012515
0.054280 0.013522
0.054325 0.012514
0.053708 0.011320
0.053717 0.010611
0.054484 0.011028
0.053420 0.010859
0.052447 0.011090
0.052167 0.011163
0.051718 0.011790
0.051614 0.010677
0.051756 0.010837
0.052452 0.011542
0.051879 0.012352
0.052242 0.012479
0.052618 0.012450
0.051894 0.013648
0.052385 0.012135
0.052230 0.013785
0.051998 0.013144
0.051465 0.014061
0.051146 0.014458
0.051357 0.013831
0.050290 0.014831
0.051141 0.015284
0.050430 0.014217
0.049408 0.014724
0.049633 0.014174
0.049664 0.015779
0.049587 0.015889
0.048704 0.015032
0.048300 0.015561
0.048227 0.015816
0.048633 0.016255
0.048065 0.016665
0.047512 0.016767
0.047228 0.016389
0.046481 0.016077
0.046702 0.016815
0.045562 0.016849
0.045274 0.016581
0.044396 0.016944
0.043418 0.015153
0.044432 0.016356
0.043413 0.015476
0.042401 0.016200
0.042411 0.015316
0.040457 0.015456
0.040601 0.016070
0.040313 0.015844
0.039367 0.015904
0.039890 0.015407
0.038972 0.016029
0.038106 0.015745
0.036525 0.014973
0.036341 0.014800
0.036210 0.015655
0.035828 0.016105
0.035114 0.016194
0.035235 0.017164
0.033012 0.015787
0.033519 0.017314
0.032850 0.017406
0.032450 0.016489
0.031808 0.015911
0.031169 0.016538
0.030943 0.016020
0.030388 0.015402
0.029606 0.016279
0.029282 0.016725
0.028606 0.016400
0.027919 0.015110
0.026321 0.014143
0.025360 0.014383
0.024664 0.012980
0.023331 0.012590
0.022475 0.012562
0.020762 0.010366
0.020291 0.010272
0.018627 0.009458
0.017223 0.008414
0.016698 0.008280
0.016572 0.008026
0.015030 0.007112
0.014371 0.007359
0.013445 0.007267
0.013165 0.006934
0.012262 0.006244
0.011342 0.006787
0.010650 0.006163
0.009896 0.005992
0.009273 0.004945
0.008241 0.004777
0.007464 0.004599
0.006441 0.004080
0.006662 0.004086
0.006497 0.003988
0.005825 0.003848
0.005432 0.003568
0.004918 0.003494
0.004084 0.003045
0.003263 0.002543
0.003558 0.002865
0.002844 0.002395
0.002757 0.002380
0.002666 0.002394
0.002476 0.002492
0.002907 0.002833
0.003173 0.003285
0.004704 0.005319
0.006333 0.007658
0.009265 0.011357
0.013945 0.017775
0.019828 0.025281
0.027785 0.031519
0.038891 0.039607
0.056362 0.048603
0.077275 0.061421
0.105038 0.078392
0.139087 0.095899
0.178885 0.113682
0.228823 0.129493
0.290462 0.142119
0.356180 0.148361
0.428068 0.151856
0.503545 0.142672
0.575881 0.137207
0.637532 0.128220
0.699106 0.131365
0.754951 0.135802
0.800912 0.151977
0.840095 0.179130
0.870690 0.202178
0.900013 0.221674
0.925882 0.232384
0.942981 0.238395
0.963875 0.241767
0.984923 0.236164
1.013536 0.221948
1.040252 0.205889
1.069420 0.197145
1.094635 0.187947
1.111626 0.171628
1.118731 0.157360
1.099366 0.139430
1.065289 0.120396
1.008563 0.123071
0.934049 0.131810
0.858747 0.144747
0.773924 0.158347
0.684922 0.165867
0.588504 0.163768
0.496986 0.152613
0.412249 0.144171
0.337146 0.128275
0.275712 0.116805
0.227243 0.109079
0.189164 0.102099
0.157267 0.096568
0.128277 0.088752
0.103715 0.083205
0.080455 0.075683
0.061413 0.067199
0.044926 0.057933
0.030586 0.043613
0.019556 0.030778
0.011760 0.018904
0.006696 0.012101
0.003403 0.007322
0.002029 0.005254
0.001218 0.003491
