430	3.945980	-1.922180	2.023800
435	4.157200	-2.057700	2.099500
440	4.044160	-2.051160	1.993000
445	4.137600	-2.087700	2.049900
450	3.951120	-2.057520	1.893600
455	4.147390	-2.102690	2.044700
460	3.973570	-1.906470	2.067100
465	3.890380	-1.867180	2.023200
470	4.067400	-1.856000	2.211400
475	3.958070	-1.979070	1.979000
480	4.068200	-1.998900	2.069300
485	3.938470	-1.952970	1.985500
490	4.030100	-1.996900	2.033200
495	3.967340	-2.045240	1.922100
500	4.084710	-1.980810	2.103900
