430	0.0300701127856	0.34628478303	0.912812486183	
435	0.0300705694073	0.346803713462	0.912699061424	
440	0.0300683523898	0.348051348969	0.909528218483	
445	0.0300719400318	0.347812722093	0.910340109925	
450	0.030069919833	0.347975755237	0.910663964342	
455	0.0300713956762	0.34821902891	0.909516360073	
460	0.0300716649351	0.348184259811	0.910301913557	
465	0.0300712168555	0.347138150911	0.912267179218	
470	0.0300701998322	0.347439587702	0.912015692252	
475	0.0300695910978	0.347446775619	0.911706589523	
480	0.0300691179314	0.347145805903	0.912000286826	
485	0.0300706208005	0.347428342802	0.911912657773	
490	0.0300713538379	0.346273782424	0.914051311757	
495	0.0300750719899	0.345225938466	0.913817527093	
500	0.0300754667299	0.346120406502	0.912722920034	
