430 0.615393	0.550807
435 0.595019	0.536459
440 0.600151	0.540857
445 0.592544	0.531398
450 0.608733	0.548374
455 0.60202	0.542624
460 0.601554	0.54577
465 0.609041	0.545583
470 0.604494	0.541681
475 0.605463	0.548762
480 0.599635	0.540885
485 0.614052	0.550259
490 0.620769	0.555409
495 0.609598	0.545
500 0.605585	0.548128
